,expr
4688,$\mathsf{E}_{\mathsf Q}[Y] = \mathsf{E}[Yg'(S_X(X))]$
4689,$u^{iv}<0$
4690,$\lambda_1$
4691,$X_1=c_1-Y/2$
4692,$\alpha < 1$
4693,$Y+W$
4694,$\bar q(s)=q(1-s)$
4695,$P=\mathsf{E}[X]$
4696,$L-f(L)$
4697,$X=MX_2$
4698,$a=a(X)$
4699,$\alpha_i(a)$
4700,$\bar\iota : 1$
4701,$a < kP$
4702,$\rho(X)=\sum_n X(n)\mathsf{P}(n)$
4703,$X_i/X$
4704,$\partial a/\partial v_i$
4705,$U(-X)\ge U(-Y)$
4706,$\rho(X)\le \lim\rho(X_n)$
4707,$wq_Y(p)+(1-w)q_Z(p)$
4708,$\mathsf{var}(\sum C'_i)=v_{res}^2 \sum c_i^2$
4709,$p^-$
4710,$h(0)=0$
4711,$0\le p^\ast\le 1$
4712,$\alpha\ge A(n)=\sum_s n_s(1-g(s))$
4713,$af=1$
4714,$N=n$
4715,$q=1-p$
4716,"$\{x_1,\dots,x_N\}$"
4717,"$(0,0,0,0,0,0,0,0,5,5)$"
4718,$X_n(\omega)=0$
4719,$1-s_j$
4720,$c(1)-c(\mathsf{var}nothing)=c(1)$
4721,$\mathsf{TVaR}_p(X)-\mathsf{VaR}_p(X)=\sigma(\phi(\Phi^{-1}(p))/(1-p) - \Phi^{-1}(p))\to 1$
4722,$\alpha_j'(x)<0$
4723,$\mathsf{E}[X_1h(X)]$
4724,$P=D$
4725,$f(w) = \exp(-w)$
4726,$1+r^*=(1+r)(1+\tau)$
4727,$a=P+Q$
4728,$X\wedge 10$
4729,$\mathsf{E}_{\mathsf{Q}}[Y\mid X]\mathsf{E}[Z\mid X] = \mathsf{E}[YZ \mid X]$
4730,"$u\in[0,1]$"
4731,$L_0^l(X)$
4732,$j=1$
4733,$g(s)=\mathsf{TVaR}_{.99}$
4734,$m+1$
4735,$\rho_h(X):=\mathsf{E}[X_h]$
4736,$S(x):=\mathsf{P}(X>x)$
4737,$9.67$
4738,$\|\cdot \|_\rho=\rho(|\cdot |)$
4739,$L^*$
4740,"$(x_{2,1}, x_{2,2})$"
4741,"$(x,y)$"
4742,$p>1$
4743,$\mathsf{VaR}_1$
4744,$p=\Phi^{-1}(4)=3.17\times 10^{-5}$
4745,$g(s)=s^a$
4746,$X_i\Delta g(S)$
4747,$x'$
4748,$\mathsf{E}[g'(S(X))]=\int_0^\infty g'(S(x))dF(x)=\int_0^\infty -\frac{d}{dx}g(S(x))dx=g(S(0))-g(S(\infty))=g(1)-g(0)=1$
4749,$\rho_g(X)=51.156$
4750,"$(s,g(s))=(0.2, 0.36)$"
4751,$\delta^{\star}$
4752,$\mathsf Q^t\cdot X$
4753,$\mathsf{Pr}(\Omega)=1$
4754,$s(0)=s_0=0$
4755,$dS=-f(x)dx$
4756,$1_{\{X>x\}}$
4757,$\ge x$
4758,$g'(1-p)$
4759,$Z(x)$
4760,$0.495(r-i)$
4761,$\tau(a-\bar P_\tau(a))$
4762,"$\bar Q_{0,2}$"
4763,"$u'>0, u''>0$"
4764,$Y(\omega)=0$
4765,$g(S(x))=s$
4766,$P/S$
4767,"$p\in[0,1]$"
4768,$X=F^{-1}(U)$
4769,$>1$
4770,$r\times m$
4771,$\mathsf{E}_{\mathsf{Q}}[(X-a)^+] \le \rho((X-a)^+)$
4772,$\mathbf {D^n\rho_{X\wedge 30}(X_1)}$
4773,$s=0$
4774,$\hat q(p)=x$
4775,$\mathscr{O}(f)$
4776,"$1/2,1/4,1/4$"
4777,$n-5$
4778,$q(1-g^{-1}(1-p))/q(p)$
4779,$Z-X$
4780,$s>0$
4781,$\mathsf{E}_\mathsf{Q}[X_i \mid X=x]=\mathsf{E}[X_i g'(S(X))1_{\{X=x\}}] / \mathsf{E}[g'(S(X))1_{\{X=x\}}] = \mathsf{E}[X_i1_{\{X=x\}}]/\mathsf{E}[1_{\{X=x\}}]=\mathsf{E}[X_i\mid X=x]$
4782,"$\pmb{j, p, S, \kappa_1, \Delta X, \Delta(X\wedge a)}$"
4783,$S(x)$
4784,$0\le x < 1/6$
4785,$K = \mathsf{E}[\exp (\lambda x)]^{-1}$
4786,$Y=\mathsf{E}[Z\mid\mathcal G]$
4787,"$\omega=0,1,\dots, 99$"
4788,${}^2S(t)=\mathsf{E}[(X-t)_+]$
4789,"$0,0,1,2,3,6,10,18,36,52$"
4790,$\mathbf {X_{n}}$
4791,$t=0$
4792,$p=0.791$
4793,$\ge \mathsf{E}[X]$
4794,$f(x+)$
4795,$X_{2c}$
4796,$\mathsf{E}_{QQ'}[X_i(a)] \ne \mathsf{E}_{QQ}[X_i(a)]$
4797,$\mathcal S$
4798,$\mathbf {M_{2}}$
4799,$q_{\mathbf{v}}(p)=\mathsf{VaR}_p(X(\mathbf{v}))$
4800,$p(\omega)$
4801,$0\le p^*\le 1$
4802,$r_N$
4803,$\rho(X_g)-\rho(X_n)=51.1560-49.8986=1.2574$
4804,$\sum_i x_i\mathsf{Pr}(X=x_i)$
4805,"$\mathsf{Q}_2(A)=2\mathsf{P}(A\cap (0.5, 1])$"
4806,$S(x)=0$
4807,$5/6$
4808,$\bar S(a)=\mathsf{E}[X\wedge a]$
4809,$s^\ast=1/2$
4810,"$a_{0,t}:=a(Y_{0,t})$"
4811,$0\le p_0 \le p_1\le 1$
4812,$0.2$
4813,"$X_1,X$"
4814,$(1-r_0)\delta_1$
4815,"$[0,1-p)$"
4816,$\mathcal Q_2$
4817,$\mathsf{E}[X\mid \mathcal F_{t+1}]$
4818,$\mathsf{Pr}(\mathsf{var}nothing)=0$
4819,$\rho\mapsto a^\rho(\ \cdot\ ;\ \cdot\ )$
4820,$\lambda\rho(X)$
4821,$\mathcal D(X)=c\mathsf{Var}(X)$
4822,$\le$
4823,$u''' \ge 0$
4824,$\rho(X\wedge a)$
4825,$Y_2$
4826,$X=X_1+...+X_n$
4827,$\mathsf{E}[X\mid A]$
4828,$g_j$
4829,$\mathsf{E}[X] + \pi \mathsf{SD}(X)$
4830,$1 < \alpha < 2$
4831,$\Delta  \mathit{MV}_{ro}(a)$
4832,$\phi(s)$
4833,$p\cdot X$
4834,$\mathsf{E}[U]=\mathsf{E}[X]$
4835,$\mathbf {Z_\mathit{lin}}$
4836,$\beta_i(x)=\mathsf{E}_\mathsf{Q}\left[ \dfrac{X_i}{X}\mid X > x\right]$
4837,$p_0 \le p^\ast \le p_1$
4838,$D\rho(\cdot)$
4839,$\lambda=0.25$
4840,$u'''>0$
4841,${}^nS^{-1}_X(q)\le {}^nS_Y(q)$
4842,$S_X$
4843,"$(\Omega, \mathcal{F})$"
4844,$S\subset\Omega$
4845,$\hat q(p) > q(p)$
4846,$\mathsf j(a)$
4847,$X+c$
4848,$S(y_j-)-S(y_j)$
4849,$\mathbf {Z_3}$
4850,$\Phi^{-1}(0.995)=2.576$
4851,$g(p)/p$
4852,$\alpha_2(99)=0.9$
4853,$\alpha_iS\Delta X$
4854,$L_0^a(X)=X\wedge a$
4855,$\mathsf{E}[v^T] \ge v^{\mathsf{E}[T]}$
4856,$g(s)=s^{0.7}$
4857,${}^2S^{-1}(t)=q\mathsf{TVaR}_q(X)$
4858,$\bar P_{0}=\rho(Y_{0})$
4859,$\mathsf{E}_\mathsf{Q}[\mathsf{E}[X_i \mid X]]$
4860,$g'(s)=\phi(1-s)\ge 0$
4861,$\mathsf{MONO}$
4862,$\bar M_i(a)>0$
4863,$g(S(0-))=1$
4864,$\rho(0)=\rho(0+0)=\rho(0)+\rho(0)$
4865,$\rho(X_0)$
4866,$\delta_p/\nu_p = \iota_p$
4867,$\mathcal{Q}=\mathcal{M}$
4868,$\rho \ge \mathsf{E}[X]$
4869,"$d=1,\dots,N$"
4870,$x=0$
4871,$\mathsf{j}$
4872,$\mathsf{E}[X] + c\mathsf{E}[(X-\mathsf{E} X)_+^2]$
4873,"$E_1,\dots,E_N$"
4874,$\mathsf{E}[Z\mid X]=0$
4875,$(1-p)x_0$
4876,$U\le p$
4877,"$(x_1-\epsilon,x_1]$"
4878,$\sigma=0.15$
4879,$pl(p)$
4880,$g'(0)$
4881,$P = \mathsf{VaR}_\pi(X)$
4882,$C_i$
4883,$x\mapsto (x-a)^+$
4884,$\beta_L$
4885,$D\rho_X(X_i)$
4886,"$\alpha_1,\alpha_2$"
4887,$\{X>x\}$
4888,"$x_{2,2}$"
4889,$w=1$
4890,$\mathbf  n$
4891,$\mathsf{E}[Z\mid X]$
4892,$F_2\prec_2 F_1$
4893,$Z_8$
4894,$T^{-1}(A)$
4895,$\mathsf{TVaR}_{0.95}(Y)=0.8\mathsf{E}[X]=2000$
4896,$g'(s) = rs^{r-1}$
4897,$\mathsf{Q}\in\mathscr{M}$
4898,$\mathsf{P}_X(A) :=\mathsf{Pr}(X\in A)$
4899,$\rho(X)/2$
4900,$ro$
4901,$\alpha(\mathsf Q) < \infty$
4902,$x_p$
4903,$X\Delta S$
4904,$S=e^{\mu t}$
4905,$\Delta gS$
4906,$s^{th}$
4907,$\mathsf{E}[(X-\mu)^n]$
4908,$X=X_0+Y$
4909,$20$
4910,$\mathsf{TI}$
4911,$b-a$
4912,$\sigma(Z)=\sqrt{\mathsf{var}(Z)}$
4913,"$\tau(a-\rho_{a,\tau}(X))$"
4914,$\rho(X) < \infty$
4915,$Y=c$
4916,$\rho(W_0\wedge a_0)$
4917,$g(0.01)=0.1$
4918,$f(x)=(x-d)^+1_{\{x \le m \}}$
4919,$X\circ T$
4920,$\mathsf{E}[X\wedge 0]=0$
4921,"$(\x*.75, -2)$"
4922,"$\mu=8.7, \sigma=2.5$"
4923,$p=0.05$
4924,$\mathit{RV}$
4925,$n=7$
4926,$X_4=X_5=10$
4927,$\mathsf{E}_{\mathsf Q}[.]$
4928,$n\to \infty$
4929,$i\not=j$
4930,$H(x)$
4931,$\mathsf{E}_{\mathsf Q}[X_i \mid X]$
4932,$a\le \rho(X)\le b$
4933,$EL$
4934,$\alpha_i'(x)<0$
4935,$q_Z$
4936,$dp=f(x)dx$
4937,$v_{res}\sqrt{(1+v^2)/n}\approx  v_{res}v/\sqrt{n}$
4938,$\rho(X_i)\le 0$
4939,$s=s_1+s_2$
4940,$\displaystyle\int_0^1 X(1-g^{-1}(1-\tilde p))d\tilde p$
4941,$F(x_0)= p_+>p_0$
4942,$g''(s)<0$
4943,"$(s,m)$"
4944,$U = A = 8.149$
4945,$P(a)da$
4946,$B(p)$
4947,$Q=a-P$
4948,"$2^1, 2^3, ...$"
4949,$c(S)= \rho\left( \sum_{i\in S} X_i \right)$
4950,$\partial f_{\bar x}/\partial x_i$
4951,$\log(x)$
4952,$L_d^{d+l}$
4953,$\alpha(\mathsf Q)\not=0$
4954,$X\le a$
4955,$\kappa_i(x)/x$
4956,$\bar P_{d}=\rho(Y_{d})$
4957,$D^n\rho_X(X_2)=45.1838$
4958,$f(x)=1$
4959,$X_0+\epsilon Y$
4960,$g_\tau$
4961,$\phi'(s)ds$
4962,$S\approx \mathsf{E}[X]$
4963,$g'(1)>0$
4964,$A=8.13$
4965,$\mathbf {\kappa_1}$
4966,$X_n$
4967,$a=P+Q=EL+M+Q$
4968,$\mathit{MV}_{ro}(a_{ro})$
4969,$g(0-)f(\esssup(X))$
4970,$S(x)=d/dx(\mathsf{E}[X \wedge x])$
4971,$g_1$
4972,$g'(1-p)=\nu$
4973,$\mathbf {\rho(X\wedge a)}$
4974,$X_1+X_2=X$
4975,$|t|$
4976,$\prec_n$
4977,$P(X\wedge a)=\bar P(a)$
4978,$\bar x$
4979,$x_h>x=\mathsf{VaR}$
4980,$1+\gamma$
4981,$S/P$
4982,$X_0$
4983,$b_h$
4984,$\mathsf P(X>a)>0$
4985,$(1+\gamma)^{t-x}$
4986,$n > 2$
4987,$=\displaystyle\int_0^\infty x \P(\{X \in dx \})$
4988,$\mathbf {a_2'}$
4989,$\phi'(p)=f(p)/(1-p)\ge 0$
4990,$\mathsf{VaR}_{0.98}$
4991,$\sup X$
4992,$h_f$
4993,$\lambda>0$
4994,${10\choose 5} = 252$
4995,$T$
4996,"$i,v$"
4997,$a_i':=\sum \alpha_i(1-S)\Delta (X\wedge a)$
4998,$F:\mathbb{R}^n \to \mathcal{X}$
4999,$u_i$
5000,$N=40$
5001,$Pr(X > a)$
5002,$X_i(a')$
5003,$t\mapsto s(t)$
5004,$a_{1}$
5005,$\int_0^1 f(p)dp = 1 - \alpha < 1$
5006,$X=q(U_X)$
5007,$t=w$
5008,$E[X_2 | X]$
5009,$B=\Omega$
5010,"$1 million auto accident, a $"
5011,$3^{20}$
5012,"$(-\x*0.75, -2)$"
5013,$\bar S_i(x)$
5014,$dX$
5015,$D\rho_X(X_1)$
5016,"$\int_0^\infty z(x)\,dF(x)=1$"
5017,"$X_{t+1,1}$"
5018,$\log$
5019,$(1-g(s))q$
5020,"$(0,0,\dots,0,10)$"
5021,"$\iota, \iota(p)$"
5022,$\mathsf{Var}^+(X) = \int_{\mathsf{E}[X]}^\infty (x-\mathsf{E}[X])^2 f(x)dx$
5023,$\mathsf{TVaR}_{0.5}(X_2)=45.5$
5024,$t-2$
5025,$Z_2$
5026,$\prec_2$
5027,$0\le x < X_1$
5028,$\mathsf{E}_{\mathsf{Q}}[X] \le \rho(X)$
5029,$a=\sum_i a_i$
5030,$s<0.1$
5031,"$a(x_1,x_2)=\sqrt{3x_1^2 + 4x_2^2}$"
5032,$\mathsf{E}[XZ_j] = (5)(1/10)(8)+(5)(1/10)(9)=8.5=\mathsf{TVaR}_{0.8}(X)$
5033,$E[u_j(W_j - X_j + Y_j - H[Y_j])]$
5034,$0\le \mathsf{Pr}(E)\le 1$
5035,$1-p=0.9$
5036,$h(s)=1-g(1-s)$
5037,$(P-L)/A$
5038,$X_1(10)$
5039,$AR\succ BY$
5040,$w_0$
5041,$q_X\le q_Y$
5042,$0 < \alpha\le 1$
5043,"$\mathsf{biTVaR}_{0,1}^w$"
5044,"$a_i=\rho(X_i, p^*)$"
5045,$\mathsf{E}[1_{U_X\ge p}]=\mathsf{E}[B]$
5046,$\phi(p)=g'(1-p)$
5047,$1/(1+r)$
5048,$\dfrac{1}{1+\iota} p$
5049,$p(1-p)$
5050,$\rho(X) = \int_0^\infty g(S(x))dx$
5051,$\sum S\Delta(X\wedge a)$
5052,$V^*$
5053,$\partial a/\partial v_1$
5054,"$A_1=[-k,-k]$"
5055,$p=0.25$
5056,$a^{\star}(X)$
5057,$0.8 \ge p < 0.9$
5058,$\mathcal{G}$
5059,$g'(s-)$
5060,$k$
5061,$\rho(X_n) \downarrow \rho(X)$
5062,$q_X(U)$
5063,$wq_X(p)+(1-w)q_Z(p)$
5064,"$p\in  [0,1]$"
5065,$g(s) \approx m_0+(1+m'(0))s$
5066,"$Y_{0,0}:=\sum_{d>0} X_{0,d}$"
5067,"$Y_m=\max(X_1,\dots,X_m)$"
5068,$\mathsf{VaR}_{0.99}(X_1)=150$
5069,$0.01$
5070,"$t^\star \in [0,1]$"
5071,"$\{1,2,\dots, n\}$"
5072,$a < \max(X)$
5073,$\mathcal N_X(X_i)$
5074,$x^{\ast}:=\min(x)$
5075,$0.5L_{250}^{500}(x)+0.75L_{500}^{750}+L_{750}^{1000}$
5076,"$x_0, x_1, x_2$"
5077,$\sum (1-S)\Delta (X\wedge a)$
5078,"$[0,\infty)\subset\mathbb{R}$"
5079,$\mathsf{Pr}(X=\mathsf{VaR}_p(X))=0$
5080,$\mathsf{E}[(X-a)^+]/\mathsf{E}[X]$
5081,$\bar Z = F(\bar x)$
5082,$^2$
5083,$q_{X}(p)=\sqrt{2}\Phi^{-1}(p)$
5084,$a = a(\mathbf{v}) = a(X(\mathbf{v}))$
5085,$s=1$
5086,$S\cdot dX$
5087,$s$
5088,$\mathsf{E}[X\mid \mathcal F']$
5089,$S(x)=u$
5090,$\sup_{\omega\in\Omega} (f(\omega)+g(\omega)) \le \sup_{\omega\in\Omega} f(\omega) + \sup_{\omega\in\Omega} g(\omega)$
5091,$\mathsf{E}_\mathsf{Q}[0]=0$
5092,"$0,1,1,1,2,3, 4,8, 12, 25$"
5093,$\triangleright$
5094,$\mathsf{TVaR}_p(X)=51.156$
5095,"$A\subset [0, \infty)$"
5096,"$\Delta\,g(S)$"
5097,$f(x)\le f(y)$
5098,$\rho(X) = \mathsf{E}[X] + \lambda \mathsf{E}[(X-\mathsf{E}[X])^+]$
5099,$da$
5100,$\mathsf{E}[X]=0.6$
5101,$S=1$
5102,$L_{250}^{\infty}$
5103,$\mathcal S(X)=\mathsf{E}[X]$
5104,$0 = x_0< x_1<\cdots < x_n < \cdots$
5105,"$\nu p\,da=\nu F(a)\,da$"
5106,$X=\mathsf{E}[Y \mid \mathcal F']$
5107,$\hat p:=1-g^{-1}(1-p)$
5108,"$X(x_1, x_2)=(x_1+x_2)Y$"
5109,$1-F(x)=1-p$
5110,$\mathcal F_t$
5111,$\rho(X)=\rho(X-Y+Y)\le \rho(X-Y) + \rho(Y)$
5112,$c \le 0$
5113,$S(x_{(j)})(x_{(j+1)}-x_{(j)})$
5114,$p=0.9$
5115,$\rho(X+Y) \le \rho(X) + \rho(Y)$
5116,$e^{X_t}$
5117,$n\times r$
5118,"$f'_\omega (\bar x, h)$"
5119,"$Y_{t,d+1}$"
5120,$F(b)-F(a)$
5121,$\rho(X)\ge\rho(X+Y)\ge \rho(X)+\mathsf{E}[YZ]$
5122,$a_{ro}:=\mathit{VaR}_{p}(X_{-1})=10743.5$
5123,$\rho(X) - (-\rho(-X))=\rho(X)+\rho(-X)$
5124,$Z_\epsilon$
5125,$(\beta_i g(S))'(x)=-\mathsf{E}[X_i\mid X=x]g'(S(x))f(x)/x=-\kappa_i(x)g'(S(x))f(x) / x$
5126,$\{3\}$
5127,$\lim_{\epsilon \downarrow 0} (f(x-\epsilon)-f(x))/\epsilon$
5128,$\max_{\mathsf{Q}} \mathsf{E}_\mathsf{Q}[0] -\alpha(\mathsf Q) =\max_{\mathsf{Q}} -\alpha(\mathsf Q)= -\min_{\mathsf{Q}} \alpha(\mathsf Q) = 0$
5129,"$1,9,4,4,2,$"
5130,$g(S)$
5131,$\mathsf{WCE}_p(X) := \sup\ \{ \mathsf{E}[X \mid A] \mid \mathsf{Pr}(A) > 1-p \}$
5132,$\mathsf{TVaR}_p( X )$
5133,$\mathsf{MON}'$
5134,$\mathsf{TVaR}_{p_1}(X)$
5135,$1_{X < q(1-s)}-(1-g)$
5136,$g(x)=e^{2\pi i x\theta}$
5137,"$\mathsf{E}[Y_{0,0}]+\lambda\sigma(Y_{0,0})=58.129$"
5138,$f=f(s)$
5139,$l=a$
5140,"$H(A, L, t)$"
5141,$\mathsf{TVaR}_{0.75}=4\left( \frac{90}{8}+\frac{98}{16}+\frac{100}{16}\right)=94.5$
5142,$\mathit{NPV}$
5143,$E_k$
5144,$g(s)=s^\rho$
5145,$X\ge 0$
5146,$1.2\times 10^9$
5147,$p=F(x)=\mathsf{Pr}(X\le x)$
5148,$\mathsf{Pr}(X > \mathsf{VaR}_p(X))$
5149,$f'(a)$
5150,$y\in A$
5151,$0 < \lambda \le 1$
5152,"$\mathsf{cov}(X_i,X)/\sigma_X$"
5153,$s=S(x)=\mathsf{Pr}(X>x)$
5154,$t_1$
5155,$\lambda>1$
5156,$g(S(x))=g(0)=0$
5157,$D^n\rho_{X\wedge a}(X_i)$
5158,$\mathsf{E}[X\mid \mathcal F_t](\omega)$
5159,$\tau < t+d$
5160,$s_2=1$
5161,$\mathsf{E}[X_i\mid \{X=X(\omega)\}]$
5162,$\mathsf j(a)=\max \{ j:X_j < a \}$
5163,$g'(S(x))\ge 1$
5164,$1-\tilde p=g(S(x))$
5165,$F_m\succ_m F_0$
5166,"$X_{t,d+1}$"
5167,$A(-X)=-B(X)\not=-A(X)$
5168,$g=1$
5169,$0.99$
5170,$f_t$
5171,$\mathsf{Var}^+(X)$
5172,$E[YZ]$
5173,$1-r_0$
5174,$\lambda=0$
5175,$\mathsf{E}[X_i\mid X]$
5176,$\beta_2g-\alpha_2S$
5177,$\rho(X)=\mathsf{E}[Xg'(S(X))]=\mathsf{E}[\sum_i X_i g'(S(X)))]=\sum_i \mathsf{E}[X_ig'(S(X))]$
5178,$\mathsf{E}[X_i\wedge a_i]$
5179,$x^*$
5180,$\lambda t$
5181,$\{X > \mathsf{VaR}_p(X)\}$
5182,$r_f = 0.02$
5183,$x=1$
5184,"$[s_0, s_1]$"
5185,$(\beta g(S))'(x)=-\kappa_i(x)g'(S(x))f(x)/x$
5186,"$a_{0,1}$"
5187,$X_{d}$
5188,$q(p)=\inf\{x \mid F(x)\ge p \}$
5189,"$([0,1], \mathcal B, \mathsf P)$"
5190,$\alpha(\mathsf{Q})=\infty$
5191,$\rho_a(0) = \rho(0 \wedge a(0)) = \rho(0 \wedge 0) = \rho(0) = 0$
5192,$\rho(X)\le \rho(\lambda X)/\lambda$
5193,$c(\sum_{i\in S} X_i)$
5194,$g(0)=0$
5195,$\alpha_{1}$
5196,$0 < b \le 1$
5197,$pX + (1-p)Z$
5198,$\pi(X)$
5199,${}^nS^{-1}(q)$
5200,$\sup X=\inf$
5201,$Q^*$
5202,$v-\nu^{\star}=(\iota^{\star}-i)/v\nu^{\star}$
5203,$_{ro}$
5204,$\iota=\delta/\nu$
5205,$m'(1) = -m_2/(1-s_2)$
5206,$D^n\rho_{X\wedge a}(\cdot)$
5207,$P_i=\mathsf{E}_\mathsf{Q}[X_i]$
5208,$(M-N)\times d$
5209,$S(x_0)=1$
5210,$\mathsf{E}_\mathsf{Q}[X1_A] / \mathsf{E}_\mathsf{Q}[1_A]$
5211,$10/11$
5212,$f(L)=(L-a)^+$
5213,$\tilde Z_X:=\mathsf{E}[Z\mid X]$
5214,$\mathsf{j}(a) = \max\{ j:X_j < a \}$
5215,"$3.807=\lambda \sigma(W_{0,0})$"
5216,$h(x)=\sqrt x$
5217,$ for $
5218,$S(x-)=1$
5219,$\{ Z\not=0 \}$
5220,$\iota=(g(s)-s)/(1-g(s))$
5221,$\tau=0$
5222,$\mathsf{E}[X_iZ]$
5223,$(r-i)Q_t$
5224,$\delta p$
5225,$\mathsf{TVaR}_p = q(p)$
5226,$\mathsf{E}[Z]=g(1)-g(0)=1$
5227,$\sigma=0.1980$
5228,$X_1> x_1$
5229,$\mathsf{E}[X_1\mid X=20]= 14$
5230,$1/(1-p)>1$
5231,$\mathbf {\mathcal Q}$
5232,$\lambda\mathsf{E}[X]$
5233,$q_V(p)=0$
5234,$(1-s)^{-1/2}/4$
5235,$g(0-)$
5236,$(s+\iota) / (1+\iota)$
5237,$k = 1.4 + 1.8s$
5238,$\Psi(x)=1-\exp(-e^x)$
5239,$=\displaystyle\int_0^\infty S(x)dx$
5240,$dp$
5241,$da\to 0$
5242,"$(lee.east |- lee.north)+(0.25,0.25)$"
5243,$G$
5244,$X'=0$
5245,$\rho_g$
5246,$\mathsf{E}[X_i/X\mid X>x]$
5247,$s > 0.5$
5248,$\rho=0.12$
5249,$\beta_1g(S)dx$
5250,$X(x)=x$
5251,$g(S(x)) = S(x) + \delta(F(x))F(x)$
5252,$L_X \in \mathcal L_\rho$
5253,$g-S$
5254,$x_0$
5255,$0=\rho(0)$
5256,$Xm1=X_{-1}$
5257,$1-g^{-1}(1-p')$
5258,$B(1_{U>0.95})=B(1_{U\le 0.05})=h(0.05)=1-g(1-0.95)=0.0203$
5259,$\mathcal D(X)=\rho(X)-\mathsf{E}[X]$
5260,$\phi(p)\ge 0$
5261,$E(X_{-1}\wedge a)$
5262,$n=8$
5263,$R/Q$
5264,$q < p$
5265,$x=wy + (1-w)z$
5266,"$B_3=[-k, \epsilon]$"
5267,$Q = 5.0449$
5268,$n'=7$
5269,$g'(t)>0$
5270,"$j=0,\dots, N-1$"
5271,$0\ < p < 1$
5272,$(S_t-a)^+$
5273,$\alpha+\beta = \iota^\ast/(1+\iota^\ast)$
5274,$\sin(x)$
5275,$\mathbf{P_i}$
5276,$a_{gc}:=\mathit{VaR}_{p}(X)={{a_x}}$
5277,$\mathsf{VaR}_{0.995}$
5278,$P(X_{-1}(a_{gc}))={{mvp_gc}}$
5279,$\rho''(x)=-U''(x)>0$
5280,$\{\omega\mid X(\omega)=x\}$
5281,$\kappa$
5282,$e$
5283,$\omega'=\omega$
5284,$0.3 < s <0.4$
5285,$\mathbf {d=2}$
5286,$g(s)=s^\alpha$
5287,$X_1-X_2$
5288,$\mathbf {g(S)\Delta X}$
5289,$a = \sum_i a_i$
5290,$\rho(X)=1$
5291,$H(X)\le H(Y)$
5292,$Y=X$
5293,$\{\omega\in \Omega \mid (X\wedge a)=a \}$
5294,$X\ge x_0$
5295,$r=1$
5296,"$\bar Q_{0,1}$"
5297,$Y\preceq_2 X$
5298,$\rho(X)=k\mathsf{Var}(X)$
5299,$\delta = \iota\nu$
5300,$g'(1-s)=\phi(s)$
5301,$q(U_X) < m$
5302,$\alpha_1$
5303,$A(X+Y)\le A(X)+A(Y)$
5304,"$a_{0,t}' = a_{0,t}$"
5305,"$j=5,6$"
5306,$\mathsf Q_k$
5307,$\lambda < 1$
5308,$\mathcal E:=\{Y \circ T \mid T \text{ PPT} \}$
5309,$Xp$
5310,$F(x)=\mathsf{P}(\{X\le x\})$
5311,"$(lee.east |- lee.south)+(0.375,-0.25)$"
5312,$p_j=\mathsf{P}(X=X_j)$
5313,$dF=-dS=$
5314,$m(s) := (1-s)\wedge m(s)$
5315,$\mu_{rU} = M/K = 0.133$
5316,$y \wedge (x-a)^+$
5317,$\mathcal A=\{X\mid \rho(X)\le 0 \}$
5318,"$Y_{0,0}$"
5319,$\bar P_{1}$
5320,$\alpha_1+\alpha_2=\beta_1+\beta_2=1$
5321,$a_l>b_l$
5322,$X_0=0$
5323,$\Delta Q_{gc}(a)$
5324,$P_j=\sum_{i=0}^j p_i$
5325,$\{y_j\}$
5326,$X=3$
5327,$\mathsf{Pr}(q^-(F(X))\not=X)=0$
5328,$\rho(X)=\bar P$
5329,$\alpha(\mathsf Q)\ge 0$
5330,$a_l$
5331,$A$
5332,$v(AB) + v(ABCD) =  3/2 > v(ABC) + v(BCD) = 4/3$
5333,$\sum p_jX_j$
5334,$0.5+U/4$
5335,$n=3$
5336,$\bar\nu$
5337,$p^*=1$
5338,$r_K = \exp (\lambda) - 1$
5339,$v(\mathsf{var}nothing) =0$
5340,$n\mathsf{Pr}(Y > y_c)$
5341,$x<1$
5342,$a(X)=a(\sum_i X_i) = \sum_i a_i$
5343,$P(X_{-1}(a))=\bar P^a_0$
5344,$\kappa_{1}$
5345,$\{\omega\in\Omega \mid X(\omega) \le x\}\in\mathcal F$
5346,$\mathsf{TVaR}_{0.6975}$
5347,$F(q^-(p))=p$
5348,$\mathsf{E}[X]+\mathsf{var}(X)/\mathsf{E}[X]$
5349,$B_2 \succ A_2$
5350,$\hat{s}$
5351,$\rho(X+\rho(X))=\rho(X)-\rho(X)=0$
5352,$\mathsf{NORM}$
5353,$Y\succeq X$
5354,$\lim_{x\to\infty} xg(S(x))=0$
5355,$\int xdF$
5356,$\mathbf {M_1\Delta X}$
5357,$t > 2/3$
5358,$\mathsf{E}_\mathsf{Q}[X]=\mathsf{E}[XZ]$
5359,$p=1-s_j$
5360,$\mathsf{E}[\mathsf{E}[X_iZ\mid X]]\not=\mathsf{E}[\mathsf{E}[X_i\mid X]\mathsf{E}[Z\mid X]]$
5361,"$d,v\ge 0$"
5362,$X_1\le X_2$
5363,$r_D$
5364,$x=\max(X)$
5365,$c=0$
5366,$1/\lambda = \sum_j 1/\lambda_j$
5367,$>0$
5368,$\rho_a(X)>2\rho_a(X_1)$
5369,$Z(200)=0$
5370,$A=\{X>x\}$
5371,$n\ge 0$
5372,$\bar P(a)\le a$
